nicho,cidade,nome,endereco,telefone,website,tipo,nota,reviews,Descricao,Latitude,Longitude
Regularização de outorga de uso de água,Itajubá,META ENVIRON - Consultoria Ambiental e Engenharia,Itajubá - MG,(35) 99892-1421,,Engenharia ambiental,5.0,1.0,,-22.434446,-45.458717
Regularização de outorga de uso de água,Itajubá,Instituto Mineiro de Gestão das Águas,Belo Horizonte - MG,(31) 3915-1000,,Companhia de saneamento,3.6,11.0,"""M3 Geologia (32) 99938-4920""",-19.78304,-43.95133
Regularização de outorga de uso de água,Itajubá,Unidade de Atendimento Integrado (UAI) Itajubá - MG,Itajubá - MG,(35) 99802-1340,,Repartição pública,3.8,175.0,"""Atendentes super educados Ótimo atendimento Lugar bem estruturado""",-22.427402,-45.456757
Regularização de outorga de uso de água,Itajubá,Prefeitura Municipal de Itajubá,Itajubá - MG,(35) 99892-8863,,Prefeitura,4.2,195.0,"""Fazendo filmagem do balé no teatro municipal de Itajubá""",-22.412167,-45.436142
Manutenção e automação de bombas e reservatórios de água,Itajubá,Multi Serviços Locação de Máquinas e Equipamentos,Itajubá - MG,(35) 3012-3738,,Empresa de aluguel de máquinas de construção,4.8,130.0,"""Excelente atendimento e pontualidade na entrega Recomendo""",-22.41489,-45.443085
Manutenção e automação de bombas e reservatórios de água,Itajubá,PS Soluções,Itajubá - MG,(35) 3621-1525,,Fornecedor de equipamentos industriais,4.7,12.0,"""cia de Vanguarda.""",-22.437023,-45.438633
Manutenção e automação de bombas e reservatórios de água,Itajubá,PRES BRASIL VENDAS E MANUTENCAO LTDA,Betim - MG,(31) 2571-2062,,Serviço de manutenção de máquinas,4.9,21.0,"""Excelente empresa ótima prestadora de manutenção mecânica""",-19.957716,-44.074203
Manutenção e automação de bombas e reservatórios de água,Itajubá,INVENT- Automação Industrial e Usinagem,Itajubá - MG,(35) 3623-3702,,Fabricante de maquinaria,5.0,3.0,,-22.423786,-45.475197
Manutenção e automação de bombas e reservatórios de água,Itajubá,Lubriminas,Itajubá - MG,(35) 3629-5308,,Fornecedor de maquinário de metal,4.2,206.0,"""Ótimo lugar para comprar peças de manutenção e tb produtos completos.""",-22.437128,-45.437817
Manutenção e automação de bombas e reservatórios de água,Itajubá,Caltek Comercio e Manutenção de Instrumento de Medição,Itajubá - MG,(35) 3629-0100,,Fornecedor de instrumentos de medição,4.5,6.0,,-22.41953,-45.462265
Manutenção e automação de bombas e reservatórios de água,Itajubá,Leistung Indústria Comercio e Serviços de Sistemas de Energia Ltda,Itajubá - MG,(35) 3622-5010,,Equipamentos e soluções de energia,4.4,14.0,,-22.42913,-45.493908
Manutenção e automação de bombas e reservatórios de água,Itajubá,Eletro Rodrigues,Itajubá - MG,(35) 98813-4780,,Oficina de conserto de motor elétrico,4.6,9.0,,-22.425274,-45.469906
Manutenção e automação de bombas e reservatórios de água,Itajubá,IE Tecnologia,Itajubá - MG,(35) 3622-1720,,Empresa de Automação Empresarial,3.9,16.0,"""No prazo.Fácil instalação.""",-22.425762,-45.442413
Manutenção e automação de bombas e reservatórios de água,Itajubá,AMTK Soluções em Energia Ltda,Itajubá - MG,(35) 3622-4622,,Companhia elétrica,5.0,23.0,"""Empresa muito responsável e de muita qualidade.""",-22.422844,-45.481647
Manutenção e automação de bombas e reservatórios de água,Itajubá,Central Água E Gás,Itajubá - MG,(35) 99848-8090,,Distribuidora de bebidas,4.9,44.0,"""Excelente.atendimento e entrega rápido Recomendo muito""",-22.42963,-45.45502
Manutenção e automação de bombas e reservatórios de água,Itajubá,Vector Automação,Itajubá - MG,(35) 3622-7522,,Fabricante,,,,-22.42476,-45.454647
Manutenção e automação de bombas e reservatórios de água,Itajubá,Techbombas,Rio de Janeiro - RJ,(21) 99730-5566,,Serviço de manutenção de máquinas,5.0,1.0,"""Ótimos profissionais""",-22.90427,-43.67294
Manutenção e automação de bombas e reservatórios de água,Itajubá,Marchini Hidráulica,Itajubá - MG,(35) 98449-2006,,Oficina mecânica,4.8,66.0,"""Excelentes profissionais,honestos e ótima qualidade de serviço!👏🏽""",-22.43591,-45.437782
Manutenção e automação de bombas e reservatórios de água,Itajubá,Instel Montagens Elétricas Ltda,Itajubá - MG,(35) 99901-9086,,Eletricista,5.0,2.0,,-22.424553,-45.475204
Manutenção e automação de bombas e reservatórios de água,Itajubá,High Voltage Equipment - HVEX,Itajubá - MG,(35) 3622-2699,,Equipamentos e soluções de energia,4.9,29.0,"""Bem atenciosos, respiram inovação e tecnologia do setor elétrico""",-22.438398,-45.437447
Manutenção e automação de bombas e reservatórios de água,Itajubá,Zilocchi Eletrônica e Tecnologia,Itajubá - MG,(35) 3623-4828,,Empresa de eletrônicos,4.5,13.0,"""Recepção bem agradável, empresa com uma tecnologia de ponta.""",-22.42348,-45.46223
Manutenção e automação de bombas e reservatórios de água,Itajubá,HDN BOMBAS,Goiânia - GO,(62) 4005-4666,,Loja de motores elétricos,4.4,105.0,"""Atendimento bom, equipe educada, atenciosa e competente""",-16.650387,-49.243465
Manutenção e automação de bombas e reservatórios de água,Itajubá,Imelb,Itajubá - MG,(35) 3621-3639,,Fundição,,,,-22.407978,-45.480495
Manutenção e automação de bombas e reservatórios de água,Itajubá,Vale Bombas - Distribuidora de Bombas de Água.,São José dos Campos - SP,(12) 3308-8727,,Fornecedor de bomba,4.3,6.0,"""Resolveram meu problema com transferência de água.""",-23.197685,-45.885895
Instalação de cisternas e sistemas de reuso de água,Itajubá,Estação de Tratamento de Água,Itajubá - MG,,,Estação de tratamento de água,3.5,2.0,,-22.443142,-45.423523
Projetos de drenagem e contenção de encostas,Itajubá,DAC Engenharia Ltda,Itajubá - MG,(35) 2143-9087,,Empresa de engenharia civil,5.0,11.0,"""Competência , agilidade e atendimento e serviço completo em engenharia""",-22.426107,-45.448444
Projetos de drenagem e contenção de encostas,Itajubá,Prefeitura Municipal de Itajubá,Itajubá - MG,(35) 99892-8863,,Prefeitura,4.2,195.0,"""Secretaria de agricultura equipe nota 10""",-22.412167,-45.436142
Sistemas de irrigação inteligente para sítios e estufas,Itajubá,Irricontrol,Itajubá - MG,(35) 99778-4742,,,,,,-22.432604,-45.458347
Sistemas de irrigação inteligente para sítios e estufas,Itajubá,Inovar Irrigação e EIA Ambiental,Varginha - MG,(35) 3222-2294,,Fornecedora de equipamentos para irrigação,4.0,1.0,,-21.583536,-45.439327
Sistemas de irrigação inteligente para sítios e estufas,Itajubá,Asthon tecnologia,Itajubá - MG,(31) 98573-6946,,Empresa de Software,5.0,4.0,"""Extremamente útil com uma tecnologia inteligente""",-22.410755,-45.449604
Topografia e georreferenciamento de propriedades rurais,Itajubá,Grupo Rigotto Engenharia,Itajubá - MG,(31) 99912-2132,,Empresa de topografia,5.0,38.0,"""Excelentes profissionais na área.""",-22.428637,-45.464245
Consultoria para captação de energia e água em empreendimentos turísticos,Itajubá,Energia Service,Itajubá - MG,(35) 3617-0296,,Fornecedor de equipamentos a energia solar,4.8,17.0,"""Empresa de ótima qualidade!!""",-22.438341,-45.4369
Consultoria para captação de energia e água em empreendimentos turísticos,Itajubá,Garcia Monaco Consultoria Ambiental,Itajubá - MG,(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria para captação de energia e água em empreendimentos turísticos,Itajubá,Equilibre Ambiental,Itajubá - MG,(35) 3622-2837,,Consultor ambiental,4.9,18.0,"""Super recomendo e confio na equipe da empresa Equilibre Ambiental!""",-22.422697,-45.453815
Consultoria para captação de energia e água em empreendimentos turísticos,Itajubá,E.M. Empreendimentos Imobiliários,Maceió - AL,(82) 3355-0185,,Construtor Imobiliário,4.8,24.0,"""Excelente Atendimento e Qualidade na Construção de Edificações.""",-9.641417,-35.70172
Consultoria para captação de energia e água em empreendimentos turísticos,Itajubá,Solarprime Soluções em Energia | Unidade Itajubá,Itajubá - MG,(35) 99139-2758,,Fornecedor de equipamentos a energia solar,5.0,42.0,"""Recomendo 💪🏻""",-22.441967,-45.433247
Consultoria para captação de energia e água em empreendimentos turísticos,Itajubá,ATLAS Consultoria Ambiental,Itajubá - MG,(35) 3623-3738,,Consultor ambiental,,,,-22.42483,-45.453354
Consultoria para captação de energia e água em empreendimentos turísticos,Itajubá,Santa Helena Ambiental,Itajubá - MG,(35) 99199-8089,,Consultor ambiental,3.6,12.0,,-22.469168,-45.481083
Consultoria para captação de energia e água em empreendimentos turísticos,Itajubá,3T SOLAR - Soluções em Energia | Energia Solar | Painéis Fotovoltáicos,Itajubá - MG,(35) 3622-0802,,Fornecedor de equipamentos a energia solar,4.7,35.0,"""Empresa transparente e muito competente.""",-22.424833,-45.46815
Engenharia de contenção e muros de arrimo residenciais,Itajubá,Remo Engenharia Itajubá,Itajubá - MG,(35) 99848-8452,,Escritório da empresa,3.0,20.0,,-22.438627,-45.437416
Engenharia de contenção e muros de arrimo residenciais,Itajubá,Cavalca Terraplanagem,Itajubá - MG,(35) 99990-2044,,Empresa de Terraplenagem,4.6,15.0,"""A melhor terraplanagem de itajubá""",-22.424015,-45.494083
Engenharia de contenção e muros de arrimo residenciais,Itajubá,Blocos Ano Bom,Itajubá - MG,(35) 99758-8482,,Loja de materiais de construção,5.0,2.0,"""Super indico!""",-22.377638,-45.39024
Perícia e vistoria técnica para seguros e obras,Itajubá,Especialista Vistorias - Itajubá MG,Itajubá - MG,(35) 99810-5676,,Oficina de inspeção veicular,5.0,72.0,"""Atendimento top Agilidade e rapidez na vistoria Super Recomendo Nota 10""",-22.430666,-45.44843
Perícia e vistoria técnica para seguros e obras,Itajubá,Carprime Vistorias Automotivas (Superfel Vistorias Automotivas Ltda),Itajubá - MG,(35) 99944-9495,,Oficina de inspeção veicular,4.9,88.0,"""Equipe competente e de muita confiança, recomendo a todos.""",-22.424725,-45.492844
Perícia e vistoria técnica para seguros e obras,Itajubá,ANÁLISE CAR PERÍCIAS E VISTORIAS | Unidade Itajubá,Itajubá - MG,(35) 99971-7241,,Oficina de inspeção veicular,5.0,4.0,"""Bom atendimento recomendo a todos""",-22.438015,-45.460567
Perícia e vistoria técnica para seguros e obras,Itajubá,objetiva vistorias itajubá,Itajubá - MG,(35) 98431-1679,,Oficina de inspeção veicular,4.0,4.0,"""Serviço de qualidade recomendo""",-22.424335,-45.45827
Perícia e vistoria técnica para seguros e obras,Itajubá,Visão Total Vistoria Veicular,Itajubá - MG,(35) 99924-6304,,Oficina de inspeção veicular,4.4,14.0,"""Parabéns pelo atendimento vcs são top!!""",-22.425817,-45.467175
Perícia e vistoria técnica para seguros e obras,Itajubá,Rodebem Vistoria Veicular,Itajubá - MG,(35) 99222-5213,,Oficina de inspeção veicular,4.5,47.0,"""Equipe muiti simpática e organização na vistoria.... gostei muito""",-22.431429,-45.456585
Perícia e vistoria técnica para seguros e obras,Itajubá,Nova Visão Vistoria,Itajubá - MG,(35) 3622-7052,,Oficina de inspeção veicular,5.0,101.0,"""Ótimos profissionais, fui muito bem recebido e um serviço de excelência.""",-22.424948,-45.44986
Perícia e vistoria técnica para seguros e obras,Itajubá,Inspeção Predial | SOS Soluções de Engenharia,Belo Horizonte - MG,(31) 99168-1007,,Empresa de engenharia civil,5.0,44.0,"""Profissional competente que entende o que está fazendo.""",-19.83047,-43.956367
Perícia e vistoria técnica para seguros e obras,Itajubá,Especialista Vistorias - Caxambu,Caxambu - MG,(35) 3341-1433,,Serviço de inspeção de veículos,5.0,54.0,"""Pessoas competentes,educados e solícitos em fazer um trabalho bem feito.""",-21.970366,-44.925453
Perícia e vistoria técnica para seguros e obras,Itajubá,Itajubá Corretora de Seguros,Itajubá - MG,(35) 3622-5999,,Agência de seguros,4.5,2.0,,-22.425692,-45.46207
Perícia e vistoria técnica para seguros e obras,Itajubá,S-PAIVA,Itajubá - MG,(35) 3622-9290,,Serviço de saúde ocupacional,5.0,18.0,"""Ótimos profissionais.""",-22.42328,-45.456497
Perícia e vistoria técnica para seguros e obras,Itajubá,PERÍCIA MG,Belo Horizonte - MG,(31) 4104-1888,,Consultoria em engenharia,4.8,5.0,,-19.931232,-43.943195
Perícia e vistoria técnica para seguros e obras,Itajubá,Nautiplus,Itajubá - MG,(35) 3622-7500,,Corretor de seguros,5.0,12.0,,-22.420141,-45.454327
Perícia e vistoria técnica para seguros e obras,Itajubá,Mais Pacientes Ocupacional - Medicina do Trabalho Itajubá,Itajubá - MG,(35) 99777-6638,,Serviço de saúde ocupacional,3.8,13.0,"""Resolvi tudo o que precisava em relação ao e-social da minha empresa!!!""",-22.425404,-45.459515
Perícia e vistoria técnica para seguros e obras,Itajubá,Clínica Itajuba,Itajubá - MG,(35) 3623-8595,,Saúde e segurança ocupacional,4.5,66.0,"""Excelente atendimento e são rápido e profissionais no atendimento""",-22.421879,-45.459423
Perícia e vistoria técnica para seguros e obras,Itajubá,Grechi Corretora e Administradora de Seguros,Itajubá - MG,(35) 3621-4594,,Agência de seguros,4.8,36.0,"""Excelente Empresa, Estou muito satisfeito e parabéns pela atenção.""",-22.42475,-45.44483
Perícia e vistoria técnica para seguros e obras,Itajubá,Orion Administradora e Corretora,Itajubá - MG,(35) 3622-2958,,Agência de seguros,4.8,21.0,,-22.425072,-45.45433
Instalação de reservatórios e sistemas de combate a incêndio,Itajubá,EP Minas - Extintores | EPI's,Itajubá - MG,(35) 3622-2772,,Loja de Equipamento Contra Incêndio,4.7,12.0,"""Lugar lindo de muita paz... Natureza exuberante.""",-22.429651,-45.459435
Automação e monitoramento de estufas agrícolas,Itajubá,Asthon tecnologia,Itajubá - MG,(31) 98573-6946,,Empresa de Software,5.0,4.0,"""Extremamente útil com uma tecnologia inteligente""",-22.410755,-45.449604
Automação e monitoramento de estufas agrícolas,Itajubá,MULTIPEC Agropecuária | Sistemas de Ordenha | Geradores Elétricos | Farmácia Veterinária,Itajubá - MG,(35) 99963-7232,,Agricultura e pecuária,5.0,21.0,"""Ótimo profissionais!""",-22.426212,-45.449116
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Zetalab LTDA,Itajubá - MG,(35) 99974-5904,,Consultor em acústica,5.0,25.0,"""Empresa muito competente de ótima qualidade e serviços""",-22.426107,-45.448444
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Garcia Monaco Consultoria Ambiental,Itajubá - MG,(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Combate Consultoria Ambiental Técnica Ltda.,Itajubá - MG,(35) 99193-1172,,Consultoria,4.0,1.0,,-22.433466,-45.458237
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Santi Engenharia e Meio Ambiente,Itajubá - MG,(35) 99989-1550,,Escritório da empresa,,,,-22.420956,-45.44589
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Projetek Engenharia,Itajubá - MG,(34) 99993-6620,,Engenheiro civil,5.0,1.0,,-22.423788,-45.46176
Consultoria em eficiência acústica e isolamento residencial,Itajubá,DAC Engenharia Ltda,Itajubá - MG,(35) 2143-9087,,Empresa de engenharia civil,5.0,11.0,"""Competência , agilidade e atendimento e serviço completo em engenharia""",-22.426107,-45.448444
Consultoria em eficiência acústica e isolamento residencial,Itajubá,AER,Itajubá - MG,(35) 99204-0064,,Equipamentos e soluções de energia,5.0,3.0,,-22.43108,-45.45909
Consultoria em eficiência acústica e isolamento residencial,Itajubá,iX Estudos e Projetos,Itajubá - MG,(35) 3622-3114,,Consultoria em engenharia,5.0,5.0,"""super interessante.""",-22.424894,-45.457306
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Espectro Grupo,Pouso Alegre - MG,(35) 99213-5000,,Consultor em acústica,4.5,2.0,,-22.233402,-45.933662
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Solucionne Termo Acustico do Brasil Ltda,Belo Horizonte - MG,(31) 3442-1713,,Consultor em acústica,4.7,70.0,"""Prestei serviços para a empresa e só posso fazer boas recomendações.""",-19.898674,-43.94329
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Lucimara Santos,Itajubá - MG,(35) 98406-6979,,Engenheiro civil,4.5,2.0,,-22.444466,-45.456635
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Amplitude Soluções em Tratamento e Isolamento Acústico Industrial,Curitiba - PR,(41) 3379-2258,,Consultor em acústica,4.8,21.0,"""Qualidade dos materiais aplicados e acabamento muito bons!""",-25.511555,-49.219147
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Remo Engenharia Itajubá,Itajubá - MG,(35) 99848-8452,,Escritório da empresa,3.0,20.0,,-22.438627,-45.437416
Consultoria em eficiência acústica e isolamento residencial,Itajubá,"Atermo Acústica, Isolamento Térmico e Engenharia Ltda",Belo Horizonte - MG,(31) 3418-4751,,Engenharia ambiental,4.4,7.0,,-19.931004,-43.91463
Consultoria em eficiência acústica e isolamento residencial,Itajubá,MMC LAB Controle Tecnológico Ltda.,Canoas - RS,(51) 3103-2929,,Laboratório,5.0,15.0,"""Qualidade, Infraestrutura e Responsabilidade!""",-29.953892,-51.172756
Consultoria em eficiência acústica e isolamento residencial,Itajubá,FSI Serviços Itajubá-MG | Limpeza e conservação de ambientes | Limpeza Pós-Obra | Vigia | Portaria,Itajubá - MG,(35) 2143-1384,,Limpeza,4.5,31.0,,-22.443478,-45.435562
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Techouse Segurança Eletrônica - Sistemas | Câmeras | Redes | Alarmes,Itajubá - MG,(35) 3623-8574,,Empresa de segurança,4.4,57.0,"""Excelente atendimento 🤩👏🏼 Recomendoo super 🤩""",-22.425575,-45.46214
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Mohallem Engenharia Ltda,Itajubá - MG,(35) 3629-9150,,Construtora,4.4,18.0,"""Empresa sensacional com ótima equipe.""",-22.417698,-45.458862
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Menos Barulho Isolamento Acústico e Térmico,Belo Horizonte - MG,(31) 3081-9894,,Empreiteira de serviços de isolamento,4.8,130.0,"""Jhenifer é atenciosa e sempre oferencendo custo e beneficio.""",-19.99644,-44.009254
Consultoria em eficiência acústica e isolamento residencial,Itajubá,Grupo JIM Industrial,Itajubá - MG,(35) 3621-3162,,Construtora,4.6,20.0,,-22.418173,-45.445614
Projetos e instalação de energia eólica de pequeno porte,Itajubá,AER,Itajubá - MG,(35) 99204-0064,,Equipamentos e soluções de energia,5.0,3.0,,-22.43108,-45.45909
Projetos e instalação de energia eólica de pequeno porte,Itajubá,Energia Service,Itajubá - MG,(35) 3617-0296,,Fornecedor de equipamentos a energia solar,4.8,17.0,"""Empresa de ótima qualidade!!""",-22.438341,-45.4369
Projetos e instalação de energia eólica de pequeno porte,Itajubá,Solarprime Soluções em Energia | Unidade Itajubá,Itajubá - MG,(35) 99139-2758,,Fornecedor de equipamentos a energia solar,5.0,42.0,"""Recomendo a todos q tiverem interesse a usar energia solar.""",-22.441967,-45.433247
Projetos e instalação de energia eólica de pequeno porte,Itajubá,3T SOLAR - Soluções em Energia | Energia Solar | Painéis Fotovoltáicos,Itajubá - MG,(35) 3622-0802,,Fornecedor de equipamentos a energia solar,4.7,35.0,"""Super recomendado!""",-22.424833,-45.46815
Projetos e instalação de energia eólica de pequeno porte,Itajubá,Sisvôo – Sistemas Eletrônicos Ltda.,Itajubá - MG,(35) 3621-2823,,Fabricante de eletrônicos,4.9,14.0,"""Empresa sensacional.""",-22.425716,-45.476257
Projetos e instalação de energia eólica de pequeno porte,Itajubá,CERPCH,Itajubá - MG,(35) 3629-1735,,Fornecedor de equipamentos a energia solar,,,,-22.412363,-45.44962
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Grupo Rigotto Engenharia,Itajubá - MG,(31) 99912-2132,,Empresa de topografia,5.0,38.0,"""Ótimo profissional recomendo atenciosos e prestativos""",-22.428637,-45.464245
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Ambientalles Consultoria Ambiental e Projetos de Engenharia,,(35) 99190-9700,,Consultoria em engenharia,5.0,1.0,"""Profissionais competentes e agilidade na entrega das demandas.""",,
Consultoria em geotecnia e estabilidade de taludes,Itajubá,META ENVIRON - Consultoria Ambiental e Engenharia,Itajubá - MG,(35) 99892-1421,,Engenharia ambiental,5.0,1.0,,-22.434446,-45.458717
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Gomes & Silva Consultoria Ambiental,Itajubá - MG,(35) 99150-9333,,Engenharia ambiental,5.0,7.0,"""Equipe super atenciosa, estou satisfeita com o atendimento.""",-22.445606,-45.436924
Consultoria em geotecnia e estabilidade de taludes,Itajubá,DRT ENGENHARIA E REPRESENTAÇÃO LTDA.,Itajubá - MG,(35) 3622-8675,,Consultor ambiental,,,,-22.436277,-45.456104
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Tayla Engenharia (Soluções em Engenharia e Fundações),Itajubá - MG,(35) 99746-4853,,Engenheiro civil,,,,-22.427866,-45.44766
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Equilibre Ambiental,Itajubá - MG,(35) 3622-2837,,Consultor ambiental,4.9,18.0,"""Super recomendo e confio na equipe da empresa Equilibre Ambiental!""",-22.422697,-45.453815
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Finis Gestão Para Resultados,Itajubá - MG,(35) 98831-8913,,Consultoria empresarial,5.0,30.0,"""Prestam um ótimo atendimento e direcionam sua empresa ao crescimento.""",-22.430357,-45.44691
Consultoria em geotecnia e estabilidade de taludes,Itajubá,DAC Engenharia Ltda,Itajubá - MG,(35) 2143-9087,,Arquiteto,5.0,11.0,"""... agilidade e atendimento e serviço completo em engenharia""",-22.426107,-45.448444
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Evolu2on | Serviço de Engenharia Civil e Geotécnica| Habite-se,Belo Horizonte - MG,(31) 98672-8348,,Engenheiro civil,5.0,8.0,,-19.935217,-43.929935
Consultoria em geotecnia e estabilidade de taludes,Itajubá,GEIA Jr,Itajubá - MG,(35) 98802-9958,,Consultor ambiental,5.0,5.0,,-22.413738,-45.44962
Consultoria em geotecnia e estabilidade de taludes,Itajubá,ALTAI Engenharia,Itajubá - MG,(35) 3629-1622,,Consultoria em engenharia,5.0,1.0,,-22.425396,-45.45281
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Bueno Estrutural - Mega Estaca,Itajubá - MG,(35) 99731-4004,,Empresa de engenharia civil,5.0,5.0,"""Ótimo atendimento e muito prestativo!""",-22.42173,-45.4606
Consultoria em geotecnia e estabilidade de taludes,Itajubá,"EngServ - Soluções para Engenharia, Arquitetura e Topografia",Itajubá - MG,(35) 3621-8834,,Arquiteto,5.0,6.0,"""Ótimo serviço de topografia e engenharia""",-22.425688,-45.44896
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Garcia Monaco Consultoria Ambiental,Itajubá - MG,(35) 3623-2396,,Consultoria,4.5,8.0,,-22.421421,-45.460667
Consultoria em geotecnia e estabilidade de taludes,Itajubá,GEOESTÁVEL CONSULTORIA E PROJETOS,Belo Horizonte - MG,(31) 3448-5100,,Consultoria em engenharia,4.9,51.0,"""Empresa de projetos em geotecnia.""",-19.845644,-43.975273
Consultoria em geotecnia e estabilidade de taludes,Itajubá,SOLINTER SOLUÇÕES AMBIENTAIS E ENGENHARIA,Itajubá - MG,(35) 99911-0012,,Engenharia ambiental,5.0,1.0,,-22.428164,-45.45625
Consultoria em geotecnia e estabilidade de taludes,Itajubá,S.O.ESCO Ensaios,Itajubá - MG,(35) 3622-4215,,Consultoria em engenharia,5.0,7.0,"""Empresa séria e equipe capacitada....""",-22.431505,-45.44931
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Atlas Consultoria Ambiental,Itajubá - MG,(35) 99887-1884,,Consultor ambiental,3.0,1.0,,-22.424501,-45.45092
Consultoria em geotecnia e estabilidade de taludes,Itajubá,Luara Oliveira,Itajubá - MG,(35) 99117-2956,,Engenheiro civil,5.0,9.0,"""Excelente profissional!""",-22.440836,-45.435596
Legalização de obras e imóveis rurais,Itajubá,Prefeitura Municipal de Itajubá,"Av. Dr. Jerson Dias, 500",(35) 99892-8863,,Prefeitura,4.2,195.0,"""Fazendo filmagem do balé no teatro municipal de Itajubá""",-22.412167,-45.436142
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Itajubá Ar Condicionado,"Rua Coronel Goulart, 06 A",(35) 99882-9986,,Serviço de conserto de aparelhos de ar-condicionado,5.0,11.0,,-22.425692,-45.46207
Climatização industrial e ventilação técnica,Itajubá,Refritech Itajubá,"R. Luís Martins Riera, 43",(35) 99839-5598,,Prestador de serviços de climatização,5.0,3.0,"""Recomendo essa empresa""",-22.424026,-45.463387
Climatização industrial e ventilação técnica,Itajubá,CondicionAR - Conforto Térmico e Refrigeração,"R. José Cândido Pereira dos Santos, 199",(35) 99122-9210,,Fornecedor de sistemas de ar condicionado,5.0,60.0,"""Recomendo para todos que precisem de um serviço rápido e de qualidade.""",-22.417131,-45.442295
Climatização industrial e ventilação técnica,Itajubá,ResfriAr Ar Condicionado Itajubá,"R. Francisco Moreira Renno´, 103",(35) 98475-3636,,Prestador de serviços de climatização,5.0,48.0,"""Eu recomendo!""",-22.445478,-45.470512
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Alans,Padre lourenço da costa moreira,(35) 99159-8414,,Prestador de serviços de climatização,5.0,2.0,"""Ótimo atendimento e material de qualidade""",-22.43051,-45.443302
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Alan's,"R. Prof. Estácio Taváres de Melo, 193",(35) 99159-8414,,Fornecedor de sistemas de ar condicionado,5.0,3.0,"""Ótimo atendimento serviço excelente""",-22.426865,-45.44546
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Taets Ltda / Brastemp e Consul,"R. Prof. Estácio Taváres de Melo, 55A",(35) 3622-1299,,Escritório da empresa,3.4,49.0,"""Otima assistencia tecnica precos justos profissionais super competentes""",-22.426786,-45.446777
Climatização industrial e ventilação técnica,Itajubá,Trato Feito - Serviços Profissionais,"R. João Targino Borges, 109",(35) 99272-3996,,Prestador de serviços de climatização,5.0,2.0,,-22.419739,-45.467216
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Ariosto,"R. Dona Maria Carneiro, 173",(35) 3623-5477,,Serviço de conserto de refrigeradores,4.1,12.0,"""A melhor da região""",-22.426392,-45.46092
Climatização industrial e ventilação técnica,Itajubá,ARIOSTO AR CONDICIONADO,"R. Tomás Wood, 113",(35) 3623-6348,,Fornecedor de ar-condicionado,4.0,8.0,"""Atendimento excelente""",-22.424952,-45.464092
Climatização industrial e ventilação técnica,Itajubá,Lombardi Refrigeração,"R. Pompílio Ferrini, 55",(35) 99272-3996,,Prestador de serviços de climatização,5.0,1.0,"""O preço é o praticado no mercado.""",-22.420858,-45.463806
Climatização industrial e ventilação técnica,Itajubá,Refrigeração Ideal,"R. Antônio Salomon, 80",(35) 3622-4376,,Loja de carimbos,4.2,42.0,"""Muito bom,funcionários atenciosos, serviço bem feito e preço bom.""",-22.428892,-45.453484
Climatização industrial e ventilação técnica,Itajubá,Itajubá Coifas,"R. Monsieur Rebourgeon, 283",(35) 98811-6863,,Loja de materiais para restaurante,5.0,9.0,,-22.43897,-45.47317
Climatização industrial e ventilação técnica,Itajubá,Center Frio Refrigeração,"Av. João Antônio Pereira, 182",(35) 3643-1330,,Fornecedor de ar-condicionado,5.0,1.0,,-22.423998,-45.449955
Climatização industrial e ventilação técnica,Itajubá,GWS Soluções Industriais Ltda,"Rod. Poços de Caldas, 173",(35) 99860-4363,,Fabricante de equipamentos de ventilação,5.0,2.0,,-22.423534,-45.475525
Climatização industrial e ventilação técnica,Itajubá,Techouse Segurança Eletrônica - Sistemas | Câmeras | Redes | Alarmes,"R. Cel. Goularte, 06",(35) 3623-8574,,Empresa de segurança,4.4,57.0,"""Recomendo e muito.""",-22.425575,-45.46214
